as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2007,MI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,251
2007,MI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,65
2007,MI,Home purchase,FHA-insured,Loan originated,8278
2007,MI,Home purchase,FHA-insured,Application denied by financial institution,2920
2007,MI,Home purchase,FHA-insured,Application approved but not accepted,529
2007,MI,Home purchase,Conventional,Loan originated,101988
2007,MI,Home purchase,Conventional,Application denied by financial institution,40850
2007,MI,Home purchase,Conventional,Application approved but not accepted,16141
2007,ME,Refinancing,VA-guaranteed,Loan originated,30
2007,ME,Refinancing,VA-guaranteed,Application denied by financial institution,27
2007,ME,Refinancing,VA-guaranteed,Application approved but not accepted,5
2007,ME,Refinancing,FHA-insured,Loan originated,409
2007,ME,Refinancing,FHA-insured,Application denied by financial institution,256
2007,MN,Home purchase,Conventional,Loan originated,66442
2007,MN,Home purchase,Conventional,Application denied by financial institution,15126
2007,MN,Home purchase,Conventional,Application approved but not accepted,7500
2007,MI,Refinancing,VA-guaranteed,Loan originated,248
2007,MI,Refinancing,VA-guaranteed,Application denied by financial institution,119
2007,MI,Refinancing,VA-guaranteed,Application approved but not accepted,29
2007,MI,Refinancing,FSA/RHS-guaranteed,Loan originated,17
2007,MI,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,6
2007,MI,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2007,MI,Refinancing,FHA-insured,Loan originated,9399
2007,MI,Refinancing,FHA-insured,Application denied by financial institution,6679
2007,MI,Refinancing,FHA-insured,Application approved but not accepted,1236
2007,MI,Refinancing,Conventional,Loan originated,144379
2007,MI,Refinancing,Conventional,Application denied by financial institution,133886
2007,MI,Refinancing,Conventional,Application approved but not accepted,34826
2007,MI,Home purchase,VA-guaranteed,Loan originated,893
2007,MN,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,3
2007,MN,Refinancing,FHA-insured,Loan originated,2283
2007,MN,Refinancing,FHA-insured,Application denied by financial institution,1381
2007,MN,Refinancing,FHA-insured,Application approved but not accepted,231
2007,MN,Refinancing,Conventional,Loan originated,78865
2007,MN,Refinancing,Conventional,Application denied by financial institution,53004
2007,MN,Refinancing,Conventional,Application approved but not accepted,16487
2007,MN,Home purchase,VA-guaranteed,Loan originated,972
2007,MN,Home purchase,VA-guaranteed,Application denied by financial institution,90
2007,MN,Home purchase,VA-guaranteed,Application approved but not accepted,41
2007,MN,Home purchase,FSA/RHS-guaranteed,Loan originated,968
2007,MN,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,87
2007,MN,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,11
2007,MN,Home purchase,FHA-insured,Loan originated,3502
2007,MN,Home purchase,FHA-insured,Application denied by financial institution,445
2007,MN,Home purchase,FHA-insured,Application approved but not accepted,156
2007,MO,Home purchase,VA-guaranteed,Loan originated,2084
2007,MO,Home purchase,VA-guaranteed,Application denied by financial institution,280
2007,MO,Home purchase,VA-guaranteed,Application approved but not accepted,116
2007,MO,Home purchase,FSA/RHS-guaranteed,Loan originated,1183
2007,MO,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,267
2007,MO,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,33
2007,MO,Home purchase,FHA-insured,Loan originated,6451
2007,MO,Home purchase,FHA-insured,Application denied by financial institution,1504
2007,MO,Home purchase,FHA-insured,Application approved but not accepted,439
2007,MO,Home purchase,Conventional,Loan originated,88911
2007,MO,Home purchase,Conventional,Application denied by financial institution,21155
2007,MO,Home purchase,Conventional,Application approved but not accepted,10605
2007,MN,Refinancing,VA-guaranteed,Loan originated,85
2007,MN,Refinancing,VA-guaranteed,Application denied by financial institution,77
2007,MN,Refinancing,VA-guaranteed,Application approved but not accepted,11
2007,MN,Refinancing,FSA/RHS-guaranteed,Loan originated,9
2007,MS,Home purchase,FHA-insured,Application approved but not accepted,229
2007,MS,Home purchase,Conventional,Loan originated,28927
2007,MS,Home purchase,Conventional,Application denied by financial institution,11703
2007,MS,Home purchase,Conventional,Application approved but not accepted,4297
2007,MO,Refinancing,VA-guaranteed,Loan originated,391
2007,MO,Refinancing,VA-guaranteed,Application denied by financial institution,140
2007,MO,Refinancing,VA-guaranteed,Application approved but not accepted,51
2007,MO,Refinancing,FSA/RHS-guaranteed,Loan originated,11
2007,MO,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,3
2007,MO,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2007,MO,Refinancing,FHA-insured,Loan originated,7656
2007,MO,Refinancing,FHA-insured,Application denied by financial institution,3239
2007,MO,Refinancing,FHA-insured,Application approved but not accepted,751
2007,MO,Refinancing,Conventional,Loan originated,94864
2007,MO,Refinancing,Conventional,Application denied by financial institution,71294
2007,MO,Refinancing,Conventional,Application approved but not accepted,19833
2007,MS,Refinancing,FSA/RHS-guaranteed,Loan originated,6
2007,MS,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,4
2007,MS,Refinancing,FHA-insured,Loan originated,1231
2007,MS,Refinancing,FHA-insured,Application denied by financial institution,723
2007,MS,Refinancing,FHA-insured,Application approved but not accepted,188
2007,MS,Refinancing,Conventional,Loan originated,30760
2007,MS,Refinancing,Conventional,Application denied by financial institution,18353
2007,MS,Refinancing,Conventional,Application approved but not accepted,4395
2007,MS,Home purchase,VA-guaranteed,Loan originated,1062
2007,MS,Home purchase,VA-guaranteed,Application denied by financial institution,151
2007,MS,Home purchase,VA-guaranteed,Application approved but not accepted,50
2007,MS,Home purchase,FSA/RHS-guaranteed,Loan originated,1349
2007,MS,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,282
2007,MS,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,18
2007,MS,Home purchase,FHA-insured,Loan originated,2971
2007,MS,Home purchase,FHA-insured,Application denied by financial institution,614
2007,MT,Refinancing,Conventional,Application approved but not accepted,1712
2007,MT,Home purchase,VA-guaranteed,Loan originated,618
2007,MT,Home purchase,VA-guaranteed,Application denied by financial institution,94
2007,MT,Home purchase,VA-guaranteed,Application approved but not accepted,46
2007,MT,Home purchase,FSA/RHS-guaranteed,Loan originated,152
2007,MT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,25
2007,MT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,2
2007,MT,Home purchase,FHA-insured,Loan originated,1426
2007,MT,Home purchase,FHA-insured,Application denied by financial institution,180
2007,MT,Home purchase,FHA-insured,Application approved but not accepted,84
2007,MT,Home purchase,Conventional,Loan originated,12175
2007,MT,Home purchase,Conventional,Application denied by financial institution,3248
2007,MT,Home purchase,Conventional,Application approved but not accepted,1243
2007,MS,Refinancing,VA-guaranteed,Loan originated,104
2007,MS,Refinancing,VA-guaranteed,Application denied by financial institution,44
2007,MS,Refinancing,VA-guaranteed,Application approved but not accepted,12
2007,NC,Home purchase,FHA-insured,Loan originated,10296
2007,NC,Home purchase,FHA-insured,Application denied by financial institution,2470
2007,NC,Home purchase,FHA-insured,Application approved but not accepted,509
2007,NC,Home purchase,Conventional,Loan originated,161514
2007,NC,Home purchase,Conventional,Application denied by financial institution,35160
2007,NC,Home purchase,Conventional,Application approved but not accepted,18908
2007,MT,Refinancing,VA-guaranteed,Loan originated,65
2007,MT,Refinancing,VA-guaranteed,Application denied by financial institution,32
2007,MT,Refinancing,VA-guaranteed,Application approved but not accepted,9
2007,MT,Refinancing,FSA/RHS-guaranteed,Loan originated,5
2007,MT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,2
2007,MT,Refinancing,FHA-insured,Loan originated,546
2007,MT,Refinancing,FHA-insured,Application denied by financial institution,230
2007,MT,Refinancing,FHA-insured,Application approved but not accepted,46
2007,MT,Refinancing,Conventional,Loan originated,13214
2007,MT,Refinancing,Conventional,Application denied by financial institution,8639
2007,NC,Refinancing,VA-guaranteed,Application approved but not accepted,98
2007,NC,Refinancing,FSA/RHS-guaranteed,Loan originated,7
2007,NC,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,4
2007,NC,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2007,NC,Refinancing,FHA-insured,Loan originated,7047
2007,NC,Refinancing,FHA-insured,Application denied by financial institution,3408
2007,NC,Refinancing,FHA-insured,Application approved but not accepted,739
2007,NC,Refinancing,Conventional,Loan originated,128204
2007,NC,Refinancing,Conventional,Application denied by financial institution,101289
2007,NC,Refinancing,Conventional,Application approved but not accepted,28066
2007,NC,Home purchase,VA-guaranteed,Loan originated,9003
2007,NC,Home purchase,VA-guaranteed,Application denied by financial institution,855
2007,NC,Home purchase,VA-guaranteed,Application approved but not accepted,363
2007,NC,Home purchase,FSA/RHS-guaranteed,Loan originated,1019
2007,NC,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,223
2007,NC,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,12
2007,ND,Refinancing,Conventional,Application denied by financial institution,2325
2007,ND,Refinancing,Conventional,Application approved but not accepted,1021
2007,ND,Home purchase,VA-guaranteed,Loan originated,453
2007,ND,Home purchase,VA-guaranteed,Application denied by financial institution,39
2007,ND,Home purchase,VA-guaranteed,Application approved but not accepted,4
2007,ND,Home purchase,FSA/RHS-guaranteed,Loan originated,132
2007,ND,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,22
2007,ND,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,3
2007,ND,Home purchase,FHA-insured,Loan originated,1172
2007,ND,Home purchase,FHA-insured,Application denied by financial institution,105
2007,ND,Home purchase,FHA-insured,Application approved but not accepted,27
2007,ND,Home purchase,Conventional,Loan originated,7342
2007,ND,Home purchase,Conventional,Application denied by financial institution,944
2007,ND,Home purchase,Conventional,Application approved but not accepted,550
2007,NC,Refinancing,VA-guaranteed,Loan originated,1202
2007,NC,Refinancing,VA-guaranteed,Application denied by financial institution,279
2007,NE,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,53
2007,NE,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,1
2007,NE,Home purchase,FHA-insured,Loan originated,1221
2007,NE,Home purchase,FHA-insured,Application denied by financial institution,190
2007,NE,Home purchase,FHA-insured,Application approved but not accepted,95
2007,NE,Home purchase,Conventional,Loan originated,22136
2007,NE,Home purchase,Conventional,Application denied by financial institution,2948
2007,NE,Home purchase,Conventional,Application approved but not accepted,1685
2007,ND,Refinancing,VA-guaranteed,Loan originated,24
2007,ND,Refinancing,VA-guaranteed,Application denied by financial institution,8
2007,ND,Refinancing,VA-guaranteed,Application approved but not accepted,1
2007,ND,Refinancing,FSA/RHS-guaranteed,Loan originated,4
2007,ND,Refinancing,FHA-insured,Loan originated,214
2007,ND,Refinancing,FHA-insured,Application denied by financial institution,78
2007,ND,Refinancing,FHA-insured,Application approved but not accepted,21
2007,ND,Refinancing,Conventional,Loan originated,5819
2007,NH,Home purchase,Conventional,Application approved but not accepted,2163
2007,NE,Refinancing,VA-guaranteed,Loan originated,117
2007,NE,Refinancing,VA-guaranteed,Application denied by financial institution,35
2007,NE,Refinancing,VA-guaranteed,Application approved but not accepted,10
2007,NE,Refinancing,FSA/RHS-guaranteed,Loan originated,10
2007,NE,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,1
2007,NE,Refinancing,FHA-insured,Loan originated,1091
2007,NE,Refinancing,FHA-insured,Application denied by financial institution,413
2007,NE,Refinancing,FHA-insured,Application approved but not accepted,115
2007,NE,Refinancing,Conventional,Loan originated,19856
2007,NE,Refinancing,Conventional,Application denied by financial institution,13918
2007,NE,Refinancing,Conventional,Application approved but not accepted,3683
2007,NE,Home purchase,VA-guaranteed,Loan originated,1095
2007,NE,Home purchase,VA-guaranteed,Application denied by financial institution,69
2007,NE,Home purchase,VA-guaranteed,Application approved but not accepted,60
2007,NE,Home purchase,FSA/RHS-guaranteed,Loan originated,128
