as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2007,54,WV,19060,"Cumberland - MD, WV",824,582,242,0.2937,0.7063,0.9527,0.04,0.4066,1.0
2007,54,WV,25180,"Hagerstown, Martinsburg - MD, WV",7275,4905,2370,0.3258,0.6742,0.9016,0.0862,0.3849,1.0783
2007,54,WV,25180,"Hagerstown, Martinsburg - MD, WV",7275,4905,2370,0.3258,0.6742,0.9016,0.0862,0.3849,1.0
2007,54,WV,26580,"Huntington, Ashland - WV, KY, OH",4162,2685,1477,0.3549,0.6451,0.9534,0.0442,0.4661,1.1881
2007,54,WV,26580,"Huntington, Ashland - WV, KY, OH",4162,2685,1477,0.3549,0.6451,0.9534,0.0442,0.4661,1.7546
2007,54,WV,26580,"Huntington, Ashland - WV, KY, OH",4162,2685,1477,0.3549,0.6451,0.9534,0.0442,0.4661,1.0
2007,54,WV,34060,Morgantown - WV,3984,2736,1248,0.3133,0.6867,0.9754,0.0241,0.5361,1.0
2007,54,WV,37620,"Parkersburg, Marietta, Vienna - WV, OH",3268,2171,1097,0.3357,0.6643,0.914,0.0799,0.4345,1.7476
2007,54,WV,37620,"Parkersburg, Marietta, Vienna - WV, OH",3268,2171,1097,0.3357,0.6643,0.914,0.0799,0.4345,1.0
2007,54,WV,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",3045,2103,942,0.3094,0.6906,0.9189,0.0768,0.3478,0.1161
2007,54,WV,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",3045,2103,942,0.3094,0.6906,0.9189,0.0768,0.3478,0.0375
2007,54,WV,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",3045,2103,942,0.3094,0.6906,0.9189,0.0768,0.3478,0.0263
2007,54,WV,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",3045,2103,942,0.3094,0.6906,0.9189,0.0768,0.3478,1.0
2007,54,WV,48260,"Weirton, Steubenville - WV, OH",1512,951,561,0.371,0.629,0.9478,0.0364,0.3896,0.7149
2007,54,WV,48260,"Weirton, Steubenville - WV, OH",1512,951,561,0.371,0.629,0.9478,0.0364,0.3896,1.0
2007,54,WV,48540,"Wheeling - WV, OH",2057,1392,665,0.3233,0.6767,0.9509,0.0267,0.439,1.0148
2007,54,WV,48540,"Wheeling - WV, OH",2057,1392,665,0.3233,0.6767,0.9509,0.0267,0.439,1.0
2007,54,WV,49020,"Winchester - VA, WV",1149,835,314,0.2733,0.7267,0.9617,0.0339,0.329,0.2061
2007,54,WV,49020,"Winchester - VA, WV",1149,835,314,0.2733,0.7267,0.9617,0.0339,0.329,1.0
2007,55,WI,11540,Appleton - WI,8562,6625,1937,0.2262,0.7738,0.9247,0.0735,0.3762,1.0
2007,55,WI,20260,"Duluth - MN, WI",1701,1133,568,0.3339,0.6661,0.953,0.047,0.3551,0.2068
2007,55,WI,20260,"Duluth - MN, WI",1701,1133,568,0.3339,0.6661,0.953,0.047,0.3551,1.0
2007,55,WI,20740,Eau Claire - WI,6394,4825,1569,0.2454,0.7546,0.9623,0.0366,0.4027,1.0
2007,55,WI,22540,Fond du Lac - WI,3846,2908,938,0.2439,0.7561,0.9262,0.0694,0.3885,1.0
2007,55,WI,24580,Green Bay - WI,12952,9569,3383,0.2612,0.7388,0.9376,0.0617,0.3372,1.0
2007,55,WI,27500,Janesville - WI,7587,5129,2458,0.324,0.676,0.9536,0.0459,0.3693,1.0
2007,55,WI,29100,"La Crosse - WI, MN",3690,2750,940,0.2547,0.7453,0.9474,0.0515,0.3957,7.2638
2007,55,WI,29100,"La Crosse - WI, MN",3690,2750,940,0.2547,0.7453,0.9474,0.0515,0.3957,1.0
2007,55,WI,29404,"Lake County, Kenosha County - IL, WI",7333,5197,2136,0.2913,0.7087,0.9111,0.0885,0.3509,0.2254
2007,55,WI,29404,"Lake County, Kenosha County - IL, WI",7333,5197,2136,0.2913,0.7087,0.9111,0.0885,0.3509,1.0
2007,55,WI,31540,Madison - WI,20896,16560,4336,0.2075,0.7925,0.9739,0.0237,0.4339,1.0
2007,55,WI,33340,"Milwaukee, Waukesha, West Allis - WI",61837,43043,18794,0.3039,0.6961,0.95,0.05,0.3591,1.0
2007,55,WI,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",5080,3627,1453,0.286,0.714,0.9508,0.0423,0.3799,0.0432
2007,55,WI,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",5080,3627,1453,0.286,0.714,0.9508,0.0423,0.3799,1.0
2007,55,WI,36780,"Oshkosh, Neenah - WI",5873,4323,1550,0.2639,0.7361,0.9225,0.0771,0.3732,1.0
2007,55,WI,39540,Racine - WI,8730,6211,2519,0.2885,0.7115,0.9236,0.0764,0.3178,1.0
2007,55,WI,43100,Sheboygan - WI,3954,2868,1086,0.2747,0.7253,0.9385,0.0604,0.3796,1.0
2007,55,WI,48140,Wausau - WI,5046,3737,1309,0.2594,0.7406,0.9528,0.044,0.3639,1.0
2007,56,WY,16220,Casper - WY,3957,2952,1005,0.254,0.746,0.9214,0.0786,0.5534,1.0
2007,56,WY,16940,Cheyenne - WY,4227,3011,1216,0.2877,0.7123,0.8453,0.154,0.4471,1.0
2007,6,CA,12540,Bakersfield - CA,41850,23850,18000,0.4301,0.5699,0.9651,0.0346,0.3153,1.0
2007,6,CA,17020,Chico - CA,7990,5022,2968,0.3715,0.6285,0.9646,0.0352,0.3243,1.0
2007,6,CA,20940,El Centro - CA,6357,3079,3278,0.5157,0.4843,0.9766,0.017,0.2636,1.0
2007,6,CA,23420,Fresno - CA,38833,22071,16762,0.4316,0.5684,0.9837,0.0151,0.2955,1.0
2007,6,CA,25260,"Hanford, Corcoran - CA",5454,3110,2344,0.4298,0.5702,0.9483,0.0486,0.2853,1.0
2007,6,CA,31084,"Los Angeles, Long Beach, Glendale - CA",352982,216280,136702,0.3873,0.6127,0.9971,0.0029,0.2877,1.0
2007,6,CA,31460,Madera - CA,7119,3952,3167,0.4449,0.5551,0.9879,0.0111,0.2485,1.0
2007,6,CA,32900,Merced - CA,11255,5934,5321,0.4728,0.5272,0.9775,0.0212,0.2777,1.0
2007,6,CA,33700,Modesto - CA,24447,13412,11035,0.4514,0.5486,0.9867,0.0131,0.2694,1.0
2007,6,CA,34900,Napa - CA,5615,3734,1881,0.335,0.665,0.9986,0.0014,0.2595,1.0
2007,6,CA,36084,"Oakland, Fremont, Hayward - CA",118707,77319,41388,0.3487,0.6513,0.9986,0.0014,0.3044,1.0
2007,6,CA,37100,"Oxnard, Thousand Oaks, Ventura - CA",33221,21600,11621,0.3498,0.6502,0.998,0.002,0.3006,1.0
2007,6,CA,39820,Redding - CA,7448,4923,2525,0.339,0.661,0.969,0.0309,0.3067,1.0
2007,6,CA,40140,"Riverside, San Bernardino, Ontario - CA",239163,136040,103123,0.4312,0.5688,0.9817,0.0178,0.3112,1.0
2007,6,CA,40900,"Sacramento, Arden-Arcade, Roseville - CA",96549,59718,36831,0.3815,0.6185,0.9864,0.0135,0.3349,1.0
2007,6,CA,41500,Salinas - CA,14673,8526,6147,0.4189,0.5811,0.9977,0.0019,0.2262,1.0
2007,6,CA,41740,"San Diego, Carlsbad, San Marcos - CA",125223,79979,45244,0.3613,0.6387,0.9943,0.0056,0.3323,1.0
2007,6,CA,41884,"San Francisco, San Mateo, Redwood City - CA",59629,43780,15849,0.2658,0.7342,0.9997,0.0002,0.3367,1.0
2007,6,CA,41940,"San Jose, Sunnyvale, Santa Clara - CA",75193,53312,21881,0.291,0.709,0.9996,0.0004,0.3171,1.0
2007,6,CA,42020,"San Luis Obispo, Paso Robles - CA",10548,7361,3187,0.3021,0.6979,0.9936,0.0064,0.3363,1.0
2007,6,CA,42044,"Santa Ana, Anaheim, Irvine - CA",106385,70802,35583,0.3345,0.6655,0.9986,0.0013,0.2993,1.0
2007,6,CA,42060,"Santa Barbara, Santa Maria, Goleta - CA",12594,8228,4366,0.3467,0.6533,0.9921,0.0079,0.2945,1.0
2007,6,CA,42100,"Santa Cruz, Watsonville - CA",9054,6321,2733,0.3019,0.6981,0.9997,0.0003,0.2964,1.0
2007,6,CA,42220,"Santa Rosa, Petaluma - CA",18683,12738,5945,0.3182,0.6818,0.9988,0.0012,0.301,1.0
2007,6,CA,44700,Stockton - CA,34161,18110,16051,0.4699,0.5301,0.9882,0.0116,0.2807,1.0
2007,6,CA,46700,"Vallejo, Fairfield - CA",22164,12515,9649,0.4353,0.5647,0.9941,0.0059,0.2462,1.0
2007,6,CA,47300,"Visalia, Porterville - CA",18523,10346,8177,0.4415,0.5585,0.9633,0.036,0.2984,1.0
2007,6,CA,49700,Yuba City - CA,6989,4076,2913,0.4168,0.5832,0.9618,0.0381,0.3649,1.0
2007,72,PR,10380,"Aguadilla, Isabela, San Sebastian - PR",3088,2297,791,0.2562,0.7438,0.8685,0.0712,0.5006,1.0
2007,72,PR,21940,Fajardo - PR,1552,1081,471,0.3035,0.6965,0.8447,0.1237,0.625,1.0
2007,72,PR,25020,Guayama - PR,1139,774,365,0.3205,0.6795,0.6295,0.3064,0.6023,1.0
2007,72,PR,32420,Mayaguez - PR,1019,749,270,0.265,0.735,0.896,0.0962,0.527,1.0
2007,72,PR,38660,Ponce - PR,2750,1976,774,0.2815,0.7185,0.8,0.1509,0.528,1.0
2007,72,PR,41900,"San German, Cabo Rojo - PR",1788,1362,426,0.2383,0.7617,0.8339,0.0789,0.5839,1.0
2007,72,PR,41980,"San Juan, Caguas, Guaynabo - PR",39250,27457,11793,0.3005,0.6995,0.8312,0.1413,0.5517,1.0
2007,72,PR,49500,Yauco - PR,795,545,250,0.3145,0.6855,0.7673,0.127,0.556,1.0
2007,8,CO,14500,Boulder - CO,11708,9233,2475,0.2114,0.7886,0.9611,0.0389,0.491,1.0
2007,8,CO,17820,Colorado Springs - CO,30535,21266,9269,0.3036,0.6964,0.822,0.1779,0.4597,1.0
2007,8,CO,19740,"Denver, Aurora - CO",123425,85214,38211,0.3096,0.6904,0.9144,0.0856,0.469,1.0
2007,8,CO,22660,"Fort Collins, Loveland - CO",13312,9983,3329,0.2501,0.7499,0.9428,0.0571,0.4739,1.0
2007,8,CO,24300,Grand Junction - CO,9888,7438,2450,0.2478,0.7522,0.8752,0.124,0.4673,1.0
2007,8,CO,24540,Greeley - CO,12804,8204,4600,0.3593,0.6407,0.8911,0.1081,0.4524,1.0
2007,8,CO,39380,Pueblo - CO,7413,4586,2827,0.3814,0.6186,0.8633,0.1364,0.4152,1.0
2007,9,CT,14860,"Bridgeport, Stamford, Norwalk - CT",36208,25065,11143,0.3077,0.6923,0.9758,0.0242,0.4158,1.0
2007,9,CT,25540,"Hartford, West Hartford, East Hartford - CT",43904,30145,13759,0.3134,0.6866,0.9145,0.0853,0.4251,1.0
2007,9,CT,35300,"New Haven, Milford - CT",33705,21942,11763,0.349,0.651,0.9302,0.0698,0.3774,1.0
2007,9,CT,35980,"Norwich, New London - CT",10207,6987,3220,0.3155,0.6845,0.9372,0.0624,0.4053,1.0
2008,1,AL,11500,"Anniston, Oxford - AL",3607,2427,1180,0.3271,0.6729,0.7291,0.2653,0.3587,0.8584
2008,1,AL,12220,"Auburn, Opelika - AL",4936,3747,1189,0.2409,0.7591,0.7111,0.284,0.4735,0.8544
2008,1,AL,13820,"Birmingham, Hoover - AL",41724,27007,14717,0.3527,0.6473,0.7153,0.2777,0.3932,0.8285
2008,1,AL,17980,"Columbus - GA, AL",1627,1097,530,0.3258,0.6742,0.531,0.4597,0.4493,0.8496
2008,1,AL,17980,"Columbus - GA, AL",1627,1097,530,0.3258,0.6742,0.531,0.4597,0.4493,0.1642
2008,1,AL,19460,Decatur - AL,4884,3316,1568,0.321,0.679,0.6867,0.3061,0.4005,0.8555
2008,1,AL,20020,Dothan - AL,5430,3790,1640,0.302,0.698,0.763,0.2317,0.3534,0.8893
2008,1,AL,22520,"Florence, Muscle Shoals - AL",4711,3410,1301,0.2762,0.7238,0.8062,0.1828,0.3967,0.9061
2008,1,AL,23460,Gadsden - AL,2947,1917,1030,0.3495,0.6505,0.736,0.2497,0.3743,0.7989
2008,1,AL,26620,Huntsville - AL,16575,12357,4218,0.2545,0.7455,0.6804,0.3024,0.4608,0.9062
2008,1,AL,33660,Mobile - AL,13783,8809,4974,0.3609,0.6391,0.6758,0.3197,0.3716,0.7914
2008,1,AL,33860,Montgomery - AL,12762,8294,4468,0.3501,0.6499,0.6658,0.3313,0.4083,0.8439
2008,1,AL,46220,Tuscaloosa - AL,7112,5099,2013,0.283,0.717,0.7119,0.2849,0.4073,0.889
2008,10,DE,20100,Dover - DE,6703,4102,2601,0.388,0.612,0.6585,0.3367,0.3391,0.8045
2008,10,DE,48864,"Wilmington - DE, MD, NJ",19528,12313,7215,0.3695,0.6305,0.7522,0.2473,0.3313,0.7973
2008,10,DE,48864,"Wilmington - DE, MD, NJ",19528,12313,7215,0.3695,0.6305,0.7522,0.2473,0.3313,4.009
2008,10,DE,48864,"Wilmington - DE, MD, NJ",19528,12313,7215,0.3695,0.6305,0.7522,0.2473,0.3313,6.1486
2008,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",18143,13352,4791,0.2641,0.7359,0.8362,0.1637,0.4252,0.6918
2008,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",18143,13352,4791,0.2641,0.7359,0.8362,0.1637,0.4252,0.2232
2008,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",18143,13352,4791,0.2641,0.7359,0.8362,0.1637,0.4252,0.1568
2008,11,DC,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",18143,13352,4791,0.2641,0.7359,0.8362,0.1637,0.4252,5.9583
2008,12,FL,14600,"Bradenton, Sarasota, Venice - FL",19837,12934,6903,0.348,0.652,0.8162,0.1809,0.4701,
2008,12,FL,15980,"Cape Coral, Fort Myers - FL",21748,13159,8589,0.3949,0.6051,0.8084,0.1768,0.5309,0.4833
2008,12,FL,19660,"Deltona, Daytona Beach, Ormond Beach - FL",15372,8744,6628,0.4312,0.5688,0.7797,0.2129,0.3757,0.5655
2008,12,FL,22744,"Fort Lauderdale, Pompano Beach, Deerfield Beach - FL",49846,26142,23704,0.4755,0.5245,0.8334,0.1665,0.4251,0.4725
2008,12,FL,23020,"Fort Walton Beach, Crestview, Destin - FL",5853,4130,1723,0.2944,0.7056,0.6754,0.3005,0.4524,0.6365
2008,12,FL,23540,Gainesville - FL,6275,4260,2015,0.3211,0.6789,0.7764,0.2209,0.4566,0.6654
2008,12,FL,27260,Jacksonville - FL,47677,29154,18523,0.3885,0.6115,0.7033,0.2945,0.4075,0.6247
2008,12,FL,29460,"Lakeland, Winter Haven - FL",18552,10460,8092,0.4362,0.5638,0.7285,0.2568,0.4144,0.5655
2008,12,FL,33124,"Miami, Miami Beach, Kendall - FL",65160,31973,33187,0.5093,0.4907,0.8831,0.1166,0.4253,0.4798
2008,12,FL,34940,"Naples, Marco Island - FL",10713,6668,4045,0.3776,0.6224,0.8819,0.1042,0.4726,0.5597
2008,12,FL,36100,Ocala - FL,9769,5539,4230,0.433,0.567,0.7688,0.2091,0.3628,0.5416
2008,12,FL,36740,"Orlando, Kissimmee - FL",66143,37689,28454,0.4302,0.5698,0.7717,0.2234,0.4531,0.5135
2008,12,FL,37340,"Palm Bay, Melbourne, Titusville - FL",15336,9631,5705,0.372,0.628,0.7395,0.2587,0.4765,0.5679
2008,12,FL,37380,Palm Coast - FL,3570,2150,1420,0.3978,0.6022,0.7969,0.1636,0.4535,0.5356
2008,12,FL,37460,"Panama City, Lynn Haven - FL",6449,4109,2340,0.3628,0.6372,0.7759,0.2096,0.5111,0.6316
2008,12,FL,37860,"Pensacola, Ferry Pass, Brent - FL",12281,8060,4221,0.3437,0.6563,0.6609,0.315,0.4311,0.6194
2008,12,FL,38940,Port St. Lucie - FL,12233,7435,4798,0.3922,0.6078,0.7597,0.2379,0.4962,0.5004
2008,12,FL,39460,Punta Gorda - FL,4987,3080,1907,0.3824,0.6176,0.8598,0.1388,0.4361,0.4925
2008,12,FL,42680,"Sebastian, Vero Beach - FL",3915,2487,1428,0.3648,0.6352,0.8324,0.1599,0.4843,0.5553
2008,12,FL,45220,Tallahassee - FL,9691,6600,3091,0.319,0.681,0.7386,0.2391,0.4361,0.6598
2008,12,FL,45300,"Tampa, St. Petersburg, Clearwater - FL",80847,47784,33063,0.409,0.591,0.7593,0.2372,0.4295,0.5556
2008,12,FL,48424,"West Palm Beach, Boca Raton, Boynton Beach - FL",34332,19530,14802,0.4311,0.5689,0.8515,0.1485,0.4517,0.51
2008,13,GA,10500,Albany - GA,4822,3333,1489,0.3088,0.6912,0.7345,0.2642,0.3523,0.864
2008,13,GA,12020,"Athens, Clarke County - GA",6159,4754,1405,0.2281,0.7719,0.8065,0.1893,0.3639,0.8278
2008,13,GA,12060,"Atlanta, Sandy Springs, Marietta - GA",196761,128163,68598,0.3486,0.6514,0.6971,0.3001,0.4048,0.6948
2008,13,GA,12260,"Augusta, Richmond County - GA, SC",11618,8132,3486,0.3001,0.6999,0.6372,0.3606,0.4029,0.7935
2008,13,GA,12260,"Augusta, Richmond County - GA, SC",11618,8132,3486,0.3001,0.6999,0.6372,0.3606,0.4029,1.8474
2008,13,GA,15260,Brunswick - GA,3723,2803,920,0.2471,0.7529,0.8128,0.1851,0.3516,0.7601
2008,13,GA,16860,"Chattanooga - TN, GA",5068,3425,1643,0.3242,0.6758,0.6916,0.2985,0.3532,0.7727
2008,13,GA,16860,"Chattanooga - TN, GA",5068,3425,1643,0.3242,0.6758,0.6916,0.2985,0.3532,0.2946
2008,13,GA,17980,"Columbus - GA, AL",7505,4906,2599,0.3463,0.6537,0.6544,0.3446,0.3434,3.9191
2008,13,GA,17980,"Columbus - GA, AL",7505,4906,2599,0.3463,0.6537,0.6544,0.3446,0.3434,0.7575
2008,13,GA,19140,Dalton - GA,3929,2437,1492,0.3797,0.6203,0.719,0.2688,0.3108,0.8293
2008,13,GA,23580,Gainesville - GA,5533,3808,1725,0.3118,0.6882,0.7672,0.229,0.3315,0.7246
2008,13,GA,25980,"Hinesville, Fort Stewart - GA",2734,1915,819,0.2996,0.7004,0.568,0.4301,0.436,0.9454
2008,13,GA,31420,Macon - GA,7022,4745,2277,0.3243,0.6757,0.7519,0.2448,0.3294,0.7532
2008,13,GA,40660,Rome - GA,2578,1686,892,0.346,0.654,0.7455,0.2521,0.3569,0.7714
2008,13,GA,42340,Savannah - GA,13318,9143,4175,0.3135,0.6865,0.6936,0.2964,0.3904,0.7909
2008,13,GA,46660,Valdosta - GA,4787,3832,955,0.1995,0.8005,0.7529,0.2419,0.395,0.8576
2008,13,GA,47580,Warner Robins - GA,5140,3906,1234,0.2401,0.7599,0.6516,0.3467,0.4554,0.8069
2008,15,HI,26180,Honolulu - HI,20600,15300,5300,0.2573,0.7427,0.8823,0.1162,0.4037,0.7649
2008,16,ID,14260,"Boise City, Nampa - ID",26699,17574,9125,0.3418,0.6582,0.7365,0.2599,0.3438,0.7736
2008,16,ID,17660,Coeur D'Alene - ID,6165,4269,1896,0.3075,0.6925,0.7549,0.2217,0.3792,0.7732
2008,16,ID,26820,Idaho Falls - ID,5689,3826,1863,0.3275,0.6725,0.7154,0.274,0.361,0.9084
2008,16,ID,30300,"Lewiston - ID, WA",1397,1034,363,0.2598,0.7402,0.6764,0.3228,0.3694,0.8847
2008,16,ID,30300,"Lewiston - ID, WA",1397,1034,363,0.2598,0.7402,0.6764,0.3228,0.3694,1.4925
2008,16,ID,30860,"Logan - UT, ID",470,292,178,0.3787,0.6213,0.7766,0.1617,0.2702,1.0491
2008,16,ID,30860,"Logan - UT, ID",470,292,178,0.3787,0.6213,0.7766,0.1617,0.2702,0.1133
2008,16,ID,38540,Pocatello - ID,3550,2475,1075,0.3028,0.6972,0.7025,0.2946,0.4039,0.854
2008,17,IL,14060,"Bloomington, Normal - IL",6017,5027,990,0.1645,0.8355,0.8145,0.172,0.4431,1.0532
2008,17,IL,16580,"Champaign, Urbana - IL",6588,5391,1197,0.1817,0.8183,0.8367,0.1395,0.4323,0.9278
2008,17,IL,16974,"Chicago, Naperville, Joliet - IL",285971,194642,91329,0.3194,0.6806,0.8246,0.1751,0.3127,0.7573
2008,17,IL,19180,Danville - IL,1821,1222,599,0.3289,0.6711,0.7897,0.2004,0.4036,0.8392
2008,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",6970,5060,1910,0.274,0.726,0.7518,0.2268,0.3981,0.9159
2008,17,IL,19340,"Davenport, Moline, Rock Island - IA, IL",6970,5060,1910,0.274,0.726,0.7518,0.2268,0.3981,1.0646
2008,17,IL,19500,Decatur - IL,3113,2358,755,0.2425,0.7575,0.7234,0.2689,0.4838,0.8317
2008,17,IL,28100,"Kankakee, Bradley - IL",3830,2838,992,0.259,0.741,0.7945,0.201,0.3287,0.8399
2008,17,IL,29404,"Lake County, Kenosha County - IL, WI",26436,19094,7342,0.2777,0.7223,0.8508,0.1492,0.2712,0.8124
2008,17,IL,29404,"Lake County, Kenosha County - IL, WI",26436,19094,7342,0.2777,0.7223,0.8508,0.1492,0.2712,3.6051
2008,17,IL,37900,Peoria - IL,13793,10822,2971,0.2154,0.7846,0.7792,0.2045,0.4375,0.9588
2008,17,IL,40420,Rockford - IL,13329,9402,3927,0.2946,0.7054,0.724,0.2752,0.3216,0.8784
2008,17,IL,41180,"St. Louis - MO, IL",25964,19198,6766,0.2606,0.7394,0.7155,0.2726,0.358,0.8461
2008,17,IL,41180,"St. Louis - MO, IL",25964,19198,6766,0.2606,0.7394,0.7155,0.2726,0.358,0.23
2008,17,IL,44100,Springfield - IL,8597,7039,1558,0.1812,0.8188,0.8345,0.1552,0.3659,1.097
2008,18,IN,11300,Anderson - IN,3604,2167,1437,0.3987,0.6013,0.6171,0.3718,0.3729,0.7522
2008,18,IN,14020,Bloomington - IN,5109,3731,1378,0.2697,0.7303,0.7839,0.1946,0.4245,0.825
2008,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",2830,1857,973,0.3438,0.6562,0.7731,0.2152,0.3226,0.8289
2008,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",2830,1857,973,0.3438,0.6562,0.7731,0.2152,0.3226,0.1487
2008,18,IN,17140,"Cincinnati, Middletown - OH, KY, IN",2830,1857,973,0.3438,0.6562,0.7731,0.2152,0.3226,0.0439
2008,18,IN,18020,Columbus - IN,2615,1949,666,0.2547,0.7453,0.7644,0.231,0.4054,0.9143
2008,18,IN,21140,"Elkhart, Goshen - IN",5674,3825,1849,0.3259,0.6741,0.7101,0.2829,0.3611,0.8124
2008,18,IN,21780,"Evansville - IN, KY",8884,6335,2549,0.2869,0.7131,0.7545,0.2333,0.4214,0.8359
2008,18,IN,21780,"Evansville - IN, KY",8884,6335,2549,0.2869,0.7131,0.7545,0.2333,0.4214,4.81
2008,18,IN,23060,Fort Wayne - IN,12665,8891,3774,0.298,0.702,0.6495,0.3466,0.4121,0.8426
2008,18,IN,23844,Gary - IN,23645,15985,7660,0.324,0.676,0.6765,0.32,0.3592,0.7986
2008,18,IN,26900,"Indianapolis, Carmel - IN",63787,43181,20606,0.323,0.677,0.6711,0.3254,0.4251,0.8134
2008,18,IN,29020,Kokomo - IN,2896,1893,1003,0.3463,0.6537,0.7182,0.269,0.403,0.7516
2008,18,IN,29140,Lafayette - IN,5737,4157,1580,0.2754,0.7246,0.6889,0.3016,0.4874,0.9187
2008,18,IN,31140,"Louisville, Jefferson County - KY, IN",8890,6008,2882,0.3242,0.6758,0.675,0.3085,0.3583,0.8401
2008,18,IN,31140,"Louisville, Jefferson County - KY, IN",8890,6008,2882,0.3242,0.6758,0.675,0.3085,0.3583,0.2149
2008,18,IN,33140,"Michigan City, La Porte - IN",3645,2411,1234,0.3385,0.6615,0.7259,0.2705,0.3317,0.8491
2008,18,IN,34620,Muncie - IN,2608,1690,918,0.352,0.648,0.6921,0.3052,0.3539,0.7714
2008,18,IN,43780,"South Bend, Mishawaka - IN, MI",7519,5167,2352,0.3128,0.6872,0.7029,0.2958,0.4108,0.789
2008,18,IN,43780,"South Bend, Mishawaka - IN, MI",7519,5167,2352,0.3128,0.6872,0.7029,0.2958,0.4108,3.6045
2008,18,IN,45460,Terre Haute - IN,4703,2971,1732,0.3683,0.6317,0.7746,0.2118,0.4068,0.7748
2008,19,IA,11180,Ames - IA,2219,1758,461,0.2078,0.7922,0.8427,0.1329,0.4876,0.8858
2008,19,IA,16300,Cedar Rapids - IA,9071,7250,1821,0.2007,0.7993,0.8187,0.1773,0.4866,0.9393
2008,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",6499,5080,1419,0.2183,0.7817,0.7353,0.2599,0.4376,0.854
2008,19,IA,19340,"Davenport, Moline, Rock Island - IA, IL",6499,5080,1419,0.2183,0.7817,0.7353,0.2599,0.4376,0.9927
2008,19,IA,19780,"Des Moines, West Des Moines - IA",21920,15653,6267,0.2859,0.7141,0.7617,0.2349,0.405,0.8691
2008,19,IA,20220,Dubuque - IA,3258,2669,589,0.1808,0.8192,0.8889,0.1031,0.3791,1.0065
2008,19,IA,26980,Iowa City - IA,4875,4177,698,0.1432,0.8568,0.9143,0.08,0.5163,1.0764
2008,19,IA,36540,"Omaha, Council Bluffs - NE, IA",4329,3143,1186,0.274,0.726,0.7413,0.252,0.3798,0.8749
2008,19,IA,36540,"Omaha, Council Bluffs - NE, IA",4329,3143,1186,0.274,0.726,0.7413,0.252,0.3798,0.158
2008,19,IA,43580,"Sioux City - IA, NE, SD",2842,1967,875,0.3079,0.6921,0.7738,0.221,0.4469,0.9062
2008,19,IA,43580,"Sioux City - IA, NE, SD",2842,1967,875,0.3079,0.6921,0.7738,0.221,0.4469,3.7642
2008,19,IA,43580,"Sioux City - IA, NE, SD",2842,1967,875,0.3079,0.6921,0.7738,0.221,0.4469,5.2924
2008,19,IA,47940,"Waterloo, Cedar Falls - IA",5268,4202,1066,0.2024,0.7976,0.7988,0.1946,0.523,0.9247
2008,2,AK,11260,Anchorage - AK,13843,10946,2897,0.2093,0.7907,0.6419,0.3479,0.4516,0.8691
2008,2,AK,21820,Fairbanks - AK,2609,2016,593,0.2273,0.7727,0.6573,0.3392,0.4994,0.8092
2008,20,KS,28140,"Kansas City - MO, KS",30458,23593,6865,0.2254,0.7746,0.7426,0.2522,0.4111,0.8445
2008,20,KS,28140,"Kansas City - MO, KS",30458,23593,6865,0.2254,0.7746,0.7426,0.2522,0.4111,0.5178
2008,20,KS,29940,Lawrence - KS,3397,2755,642,0.189,0.811,0.8081,0.189,0.4139,0.9023
2008,20,KS,41140,"St. Joseph - MO, KS",181,103,78,0.4309,0.5691,0.7403,0.2099,0.3039,0.9891
2008,20,KS,41140,"St. Joseph - MO, KS",181,103,78,0.4309,0.5691,0.7403,0.2099,0.3039,0.0351
2008,20,KS,45820,Topeka - KS,7844,5741,2103,0.2681,0.7319,0.7537,0.2407,0.4211,0.8411
2008,20,KS,48620,Wichita - KS,22370,16761,5609,0.2507,0.7493,0.7172,0.2769,0.5098,0.8762
2008,21,KY,14540,Bowling Green - KY,4185,3265,920,0.2198,0.7802,0.8241,0.1646,0.4208,0.9464
2008,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",16476,11429,5047,0.3063,0.6937,0.7441,0.2522,0.3818,4.826
2008,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",16476,11429,5047,0.3063,0.6937,0.7441,0.2522,0.3818,0.8654
2008,21,KY,17140,"Cincinnati, Middletown - OH, KY, IN",16476,11429,5047,0.3063,0.6937,0.7441,0.2522,0.3818,0.2557
